count,hate_speech,offensive_language,neither,class,tweet,text length,final_tweet
3,0,3,0,1,@bonnoxxx &#128514;&#128514;&#128557;&#128557; since day 1 u remember tha bitches in alabama lmfaoo #BIG,104,day u remember tha bitch alabama lmfaoo big
3,1,2,0,1,@bonnoxxx &#128557;&#128557;&#128557;&#128557;&#128557; how u kno im talkin bout you bitch lmfao,96,u kno m talkin bout bitch lmfao
3,2,1,0,0,@bonnoxxx haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,112,haha bitch m draw webb bullet round yo fuggin forehead beamthat bitch know reside
3,2,1,0,0,@bonnoxxx nah she said you a fag,32,nah fag
3,0,3,0,1,@bonnoxxx u smokin that 87 bitch,32,u smokin bitch
3,0,3,0,1,@bonnoxxx yea cuh a bitch fuc donald sterling .. Cuhz pimpin tho,64,yea cuh bitch fuc donald sterling cuhz pimpin tho
3,0,3,0,1,@bossliyah_ DM me your number hoe,33,dm number hoe
3,0,3,0,1,"@bosxe it worked, bitch!!!",26,work bitch
3,0,0,3,2,@boxingscene @RPopBox @BronzeBomber @boxing this Charlie Z really does need mental help check this out http://t.co/CkBS6WcZu1,125,charlie z need mental help check
3,0,3,0,1,@boxingscene Danny will be in deep deep water at 147 too many badass sons of bitches up there,93,danny deep deep water badass son bitch
3,0,3,0,1,@boxingscene nobody is ever gonna take this ass clown serious again what a lil bitch,84,ass clown lil bitch
3,0,3,0,1,@bradley_eckman don't say shit like that lil nig .. Or I'll give you a &#127812; stamp,86,don t shit like lil nig ll stamp
3,0,0,3,2,"@brandonDGK420 the only boards I still have from them are just the tie dye ones, monkey edition, black and silver , and the newest ones",135,board tie dye monkey edition black silver new
3,0,3,0,1,@brandon_even Them aint the bitches im talkin bout &#58386;&#58386;&#58386; aint no jungle fever over there LOL,111,bitch m talkin bout jungle fever lol
3,0,3,0,1,@brandynasty bitch nigga dont get all but hurt,46,bitch nigga hurt
3,0,3,0,1,@brendacoyt_3 : Ayee Ayee it's my snow niqqa &amp;&amp; it's for my bitches to slide to my crib,95,ayee ayee s snow niqqa amp amp s bitch slide crib
3,0,3,0,1,@brendacoyt_3 : I got them bitches snowboarding to me &#127938;&#127935;&#10052;&#65039;&#9924;&#65039;,103,bitch snowboard
3,0,3,0,1,@brendacoyt_3 : ahah chill my bitch look better &#128514;&#128514;&#128514;&#128527;&#128076;,93,ahah chill bitch look
3,0,3,0,1,@bri_shackelford @bellaangeletti sorry dyslexia is a bitch,58,sorry dyslexia bitch
3,0,0,3,2,@brianabrazilian oh... my phone is some trash! but you knew that!,65,oh phone trash know
3,0,3,0,1,@brianholmes2700 I &#128154; you bitch,38,bitch
3,0,3,0,1,@brianholmes2700 god doesn't send retards to hell,49,god doesn t send retard hell
3,0,3,0,1,@brianholmes2700 pussy,22,pussy
3,0,3,0,1,@brianholmes2700 you a drunk bitch,34,drunk bitch
3,0,0,3,2,@brianstelter took uber yesterday. Advertised as 20% &lt; NY taxis but was actually a yellow taxi at same price. #uber,118,uber yesterday advertise lt ny taxi actually yellow taxi price uber
3,0,3,0,1,@briere_alex bout time bitch,28,bout time bitch
3,0,3,0,1,@britneyspears not that it matters but im proud of ur little ass! im n old southern bitch. hang n there baby!,109,matter m proud ur little ass m n old southern bitch hang n baby
3,0,0,3,2,@brittbritt_naay &#128514; I'm a wexican,40,m wexican
3,0,3,0,1,@brittneycordova don't blame me hoe.... I'm innocent &#128520;,62,don t blame hoe m innocent
3,0,0,3,2,"@britty_jurgens a music suggestion is ""lil spook""",49,music suggestion lil spook
3,0,3,0,1,@broneadams yo bitch stay lookin like a clown,45,yo bitch stay lookin like clown
3,0,3,0,1,@brookbristow @BigAssMoustache people gotta bitch about something.,66,people bitch
3,0,3,0,1,"@brookeschade @piperleigh_ @cass_uhhh_deee @baylee247 all of yall stfu, your all pussies and won't do shit",106,stfu pussy win t shit
3,0,3,0,1,@brotherbill7 thirsty hoes &#128129;,36,thirsty hoe
3,2,1,0,0,@brrrrangadang this nigga &#128529;&#128529;.. know damn well you a coon,72,nigga know damn coon
3,1,2,0,1,@bsails33 dyke ron&#127752;&#127917;&#128514;,45,dyke ron
3,0,3,0,1,@buffprobzzz the dude took off running like a bitch!,52,dude run like bitch
3,1,2,0,1,"@burke113 @donthebear ""..the nig..""? ok, you're the big time shit talker on twitter no name, no face, no info",109,nig ok big time shit talker twitter face info
3,0,0,3,2,@butterfliesblue I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon,106,hear green tea lose weight imma coon explain watermelon
3,0,3,0,1,@bygbootiejuliie just FaceTime Doms bitch ass,45,facetime doms bitch ass
3,0,0,3,2,@c00ntact @KevinI bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense,117,bumcia trash smfh ve think khan sense
3,0,1,2,2,@c_drew_ I'm guessing so. The players are talking trash.,56,m guess player talk trash
3,1,2,0,1,@c_mccann23 fuck yes we are &#128540; triple xp nigguh,54,fuck yes triple xp nigguh
3,0,3,0,1,"@caitnicole3 I'm not sure, I'm a broke nig &#128542;",52,m sure m broke nig
3,0,1,2,2,@cakedjake We're laying rock around our lake. You're welcome to join a redneck workout. #muscles &#128170;&#128513;,115,lay rock lake welcome join redneck workout muscle
3,1,2,0,1,"@calissstaaa cause you're a damn border bunny, you forget already?",66,cause damn border bunny forget
3,0,3,0,1,@calumlove1997 might havti give you a visit. This cunt isn't going to have a family when im done.,97,havti visit cunt isn t family m
3,0,3,0,1,@cambreezy_ @AndrewWayne2 @thereal_EMandM it ain't retarded. He's my cousin. Lmao.,82,ain t retard s cousin lmao
3,2,1,0,0,@cambreezy_ @TheLittleFella_ she spelled faggots with an e you're so cool lol,77,spell faggot e cool lol
3,0,3,0,1,@cameron_ast @lanahudsonnn @ijrojo bitch shut the fuck and follow what u say nigga,82,bitch shut fuck follow u nigga
3,0,3,0,1,@cameron_ast @lanahudsonnn are u fucking still talking bitch I wanna see that I don't give a fuck about your ugly ass girlfriend son,132,u fuck talk bitch wanna don t fuck ugly ass girlfriend son
3,1,2,0,1,@cameron_ast @lanahudsonnn bitch and the fuck u wanna do about then nigga stfu talking and do something,103,bitch fuck u wanna nigga stfu talk
3,0,0,3,2,@caraabastow That's a cute and fuzzy one...hehehe ;),52,s cute fuzzy hehehe
3,0,0,3,2,"@caritoguey 02' Charcoal 7s are pre-owned, no sole wear or scuffs Size 10.5, Cherry 12's DS size 11.5",101,charcoal s pre sole wear scuff size cherry s ds size
3,0,1,2,2,@carlybaejepsen trash,21,trash
3,1,2,0,1,@carlybutler96 just texted yea queer bait &#128536;,51,texte yea queer bait
3,0,0,3,2,@carolinebakkk those were bumblebees....,40,bumblebee
3,0,1,2,2,@carpedehope not if you're standing in btw the yellow lines,59,stand btw yellow line
3,0,3,0,1,@carterboy_leake @italian_montana @tyg235 chill your dad gets more bitches at school than you do griff,102,chill dad bitch school griff
3,0,3,0,1,@cass_uhhh_deee do it pussy,27,pussy
6,0,6,0,1,@catleesh_ I have small pussy size plugs,40,small pussy size plug
3,0,0,3,2,@caycifish What is that monkey doing to those poor bottles?,59,monkey poor bottle
3,3,0,0,0,@caykelly16 @MadisonEarhart u guys are fags.,44,u guy fag
3,0,3,0,1,@caylanashlee cause everyone just loves yo bitch ass rite? Yea sure...,70,cause love yo bitch ass rite yea sure
3,0,2,1,1,@caylinwillis Fuck the Yankees,30,fuck yankee
3,0,3,0,1,@cb_marie as u should that's jus a clutch ass spot bitch we in there for the turn up &#128553;&#128553;&#128553;,112,u s jus clutch ass spot bitch turn
3,0,3,0,1,@cb_marie bitch yessssssss&#128586;&#128551; omg I jus saw one of em yesterday I'm in disbelief I rode by like oh that's court bro now I'm lost,143,bitch yessssssss omg jus em yesterday m disbelief ride like oh s court bro m lose
3,0,3,0,1,"@cbfollowheidi black girls are so funny, why can't you talk literate? It's pathetic, dick riding die hard fan rofl, you disgust me, retard.",139,black girl funny t talk literate s pathetic dick ride die hard fan rofl disgust retard
3,0,3,0,1,@cbfollowheidi bye ugly hoe please do something about that nasty horse hair weave.,82,bye ugly hoe nasty horse hair weave
6,0,6,0,1,@ccass357 @Liveitupjersey real Serious in CT! Bunch of whiney cunts!,68,real ct bunch whiney cunt
3,0,3,0,1,@cdnrod And they bitch cause police showed in force.They were the only thing preventing them from getting turned in2 road kill #I70Shutdown,139,bitch cause police force thing prevent getting turn road kill shutdown
3,0,1,2,2,@cgoodwoman @stevenadamswv Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea,140,crystal probably person world interested poor black hillbilly jamaica poor white hillbilly wv idea
3,0,3,0,1,@chandraingram95 sounds like you bout to smack a hoe,52,sound like bout smack hoe
3,0,3,0,1,@chanel_2Playa @TODDIE_soPLAYER nigga you proud of 80% I was in that bitch 99.99% the .01% is from me going to get the weed out the car,135,nigga proud bitch weed car
3,0,2,1,1,@chanelisabeth @Emmasayshai #icanhashtaghoweveriwant #bitch,59,icanhashtaghoweveriwant bitch
3,0,2,1,1,@chanelisabeth I drive illegally retard,39,drive illegally retard
3,1,2,0,1,"@chanelisabeth I'm subtweeting my sister, hoe",45,m subtweete sister hoe
3,0,3,0,1,@chanelisabeth cuz ur a bird bitch,34,cuz ur bird bitch
3,0,3,0,1,@chanelisabeth fuck yo bitch ass then,37,fuck yo bitch ass
3,2,1,0,0,@chanelisabeth that nigger music,32,nigger music
3,1,2,0,1,"@chanelisabeth well you're a first class bitch. So go on with your bitch life, bitch",84,class bitch bitch life bitch
3,0,3,0,1,@charlieecai ok!!!!! Stupid bitch,33,ok stupid bitch
3,0,0,3,2,@charlierose @jdickerson racist @NorahODonnell Texas trash GWBush came to WH numb remember he and Republicans stole the election,128,racist texas trash gwbush come wh numb remember republicans steal election
3,0,1,2,2,@charlierose @jdickerson racist@NorahODonnell Tx trash there's no comparison betwn Pres Obama n GWBush rt poll will show He's supported 100%,140,racist tx trash s comparison betwn pres obama n gwbush poll s support
3,0,0,3,2,@charliesheen Charlie PLEASE STOP. from 1 ole fart 2 another...,63,charlie stop ole fart
3,0,0,3,2,"@charliesheen Charlie, im an old lady. don't EVER SAY UGLY THINGS ABOUT UR CHILDRENS MOM.. I GET IT!!!, JUS DONT! BIG HUG",121,charlie m old lady don t ugly thing ur childrens mom jus dont big hug
3,0,0,3,2,@charloosss @keepitplur @nicoleariel_ I'll chug my tall can . but homegirl won't approve lol,92,ll chug tall homegirl win t approve lol
3,0,3,0,1,@charmarie hoe you are doing good too!,38,hoe good
3,0,3,0,1,@chase_wickett @LangKeaton bitch im waitin on my chicken nuggets,64,bitch m waitin chicken nugget
3,0,0,3,2,@cheetahxcheeks lol trash I would of kept it if she was cute,60,lol trash cute
3,0,3,0,1,@chelsiielynn &#128514;&#128514;&#128514; you tried to bit my bottom lip off like it was a snack bitch,102,try bit lip like snack bitch
3,2,1,0,0,@chemicalkidss this bitch look like a fucking white trash Trailer park queen lookin man bear pig. http://t.co/fqyXLJYIET,120,bitch look like fucking white trash trailer park queen lookin man bear pig
3,0,3,0,1,@chesteredits @nacbiller not as bad as a former PsyQo nigger THAT LIKES ANIME,77,bad psyqo nigger likes anime
3,0,3,0,1,@chloeforsale wigg I love you bitch &#128536;,45,wigg love bitch
3,0,0,3,2,"@chris2x @NevadaPR Camels, ostriches and zebras! See you at the races! #VCCamelRaces",84,camel ostrich zebra race vccamelrace
3,0,3,0,1,@chris_hardardt7 pussy?,23,pussy
3,0,0,3,2,@chrisbickert i want it! I love her gooks! she is awesome where did you get it?,79,want love gook awesome
3,0,2,1,1,"@chrisbrown @cmpunk If by ""amusing"" you mean ""Makes you cry like a bitch,"" then yeah, I'd agree.",96,amuse mean cry like bitch yeah d agree
3,0,3,0,1,@chriscurtis410 I agree the fat bitches the only girls left not gettin passed around,84,agree fat bitch girl leave gettin pass
3,1,2,0,1,@chriscurtis410 they be tryna b on the low but one day these bitches gonna realize some niggas talk more then them l&#128514;,125,tryna b low day bitch realize niggas talk l
3,1,2,0,1,@chrisrmz95 dude was a bitch nigga and took off running,55,dude bitch nigga run
3,0,0,3,2,@christianvansly haha I'm shocked barca got more yellow cards this time,71,haha m shock barca yellow card time
3,0,0,3,2,@chucktodd @meetthepress he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...,143,walk amp little bird pitch doorstep singe sweet song melody pure amp true
3,0,3,0,1,"@chvrlesGoldie like Hov said ""we all ghetto b"" lol",50,like hov ghetto b lol
3,1,2,0,1,@cj_menaa1 &#128553;&#128553;&#128514;&#128514; nigga doing the duggy on dem dead hoes lol,90,nigga duggy dem dead hoe lol
3,0,3,0,1,@claire_ming get some orange hoe,32,orange hoe
3,1,0,2,2,@clangloisss hmu negro,22,hmu negro
3,0,0,3,2,"@claraoswined cute, but I love her yellow raincoat the most, the contrast with that&amp;her hair looks so cute! :P I love her face in your icon!",144,cute love yellow raincoat contrast amp hair look cute p love face icon
3,0,3,0,1,@classy_girls bruh u such a pussy just talk,43,bruh u pussy talk
3,1,0,2,2,@cleggzta Ho ho ho.,19,ho ho ho
3,0,3,0,1,@clfrew27 bitch,15,bitch
3,0,3,0,1,@clfrew27 ill slap a hoe,24,ill slap hoe
9,5,0,4,0,"@clinchmtn316 @sixonesixband AMERICA today, the rule of thumb is: when in doubt, blame ""whitey""",95,america today rule thumb doubt blame whitey
3,0,3,0,1,@cluis838 them peeps who bitches,32,peep bitch
3,0,0,3,2,@cnnbrk let me guess they have yellow cake too? Same crap different president,77,let guess yellow cake crap different president
3,0,3,0,1,@coL_ACHES Why do you bitch about everything?,45,bitch
3,0,3,0,1,@cody_laws @ me bitch. When and where?,38,bitch
3,2,1,0,0,@coffincreepxx you had to throw in the faggot word smh smh smh,62,throw faggot word smh smh smh
3,0,3,0,1,@colinkane ur the tool for posting a vid of a dude pacing! Especially when u were too pussy to film his face!!!,111,ur tool post vid dude pace especially u pussy film face
3,0,3,0,1,@collegefession you are a bitch!!!!,35,bitch
3,0,3,0,1,"@collinaudre - see, that's why ya ass never need to go out. tryna go ape shit.&#128514;",87,s ya ass need tryna ape shit
3,0,0,3,2,@contrarian11 @YouTube yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig.,98,yeah great song watch msg concert yankee stadium gig
3,1,2,0,1,"@coolieDAGGERA @CapoToHeaven why wld u wanna be a faggot, dude? That's faggot like",82,wld u wanna faggot dude s faggot like
3,0,3,0,1,@coolstorysam @MorgannnDee i thought you had some fucked up birth defect that made your nips heart shaped lmao.,111,think fuck birth defect nip heart shape lmao
3,0,2,1,1,@cooney_mane @nflcommish it's not right but it's the rule. The nfl has a strike policy for drugs and josh Gordon is retarded,124,s right s rule nfl strike policy drug josh gordon retard
3,0,2,1,1,@corey_emanuel bet... My trash ass self is just that petty,58,bet trash ass self petty
3,0,2,1,1,@corey_emanuel bet.... Pay back is a bitch,42,bet pay bitch
3,0,2,1,1,@corrinybug YASSS bitch YASSS! I wonder if penny passed &#128514;,65,yasss bitch yasss wonder penny pass
3,0,3,0,1,@coryw182 I'm tired bitch &#128532;,35,m tired bitch
3,2,1,0,0,"@coughlan616 Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite.",140,racist white people whigger anti racist codeword anti white anti zionist codeword antisemite
3,0,3,0,1,@covrtneyyy that was for other bitches lol you cute tho wassup GIMMI YO NUMBA&#128299; IMMA NATURAL TOO LMFAOO,110,bitch lol cute tho wassup gimmi yo numba imma natural lmfaoo
3,0,0,3,2,@craigcalcaterra Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&amp;yellow Balkamania shirt I can tear off there.,144,s plate game tonight az m look buy red amp yellow balkamania shirt tear
3,0,3,0,1,@crazy_mike97 Hold it you fucking bitch,39,hold fucking bitch
3,0,3,0,1,@creepgoddess @iPostDickPrints hell no! Where is the pussy print page?,70,hell pussy print page
3,0,2,1,1,@creepgoddess oh? He still talking to other bitches I bet. NONE of my biz tho,77,oh talk bitch bet biz tho
3,0,3,0,1,@creoleblood @HighClassCapri @verkannt__ like what u bitches wantttt (dmx voice)&#128553;&#128553;&#128553;,107,like u bitch wantttt dmx voice
3,0,3,0,1,@cristiannt_ bitch I back shit up fuck nigga,44,bitch shit fuck nigga
3,0,3,0,1,@cristiannt_ bitch am not gonna shut shit up feel free to join them,67,bitch shut shit feel free join
3,0,3,0,1,@cristiannt_ nigga you beat who ass bitch we've never even fought so u need to stop making up shit and bring yo ass with them,125,nigga beat ass bitch ve fight u need stop shit bring yo ass
3,0,3,0,1,"@cristiannt_ wow I was like 12 or 13 fighting people in high school, then bitch unfollow me fuck nigga",102,wow like fight people high school bitch unfollow fuck nigga
3,1,2,0,1,@crocodile_Craig bitch y u ain't come to school,47,bitch y u ain t come school
3,1,2,0,1,@crushwb sup my nigga.. cracker.. home boy.. what ya know that .. blah... forget it.. hey to ya.,96,sup nigga cracker home boy ya know blah forget hey ya
3,0,0,3,2,@cryancarfield haven't you ever heard the story of the birds and the bees,73,haven t hear story bird bee
3,1,2,0,1,@crystalkethry &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,75,bad bitch w dread alert
3,0,3,0,1,@ctrembz be sure to follow it up with a fabulous bitch face,59,sure follow fabulous bitch face
3,0,3,0,1,@cubvn_ girls that want to hold on to they hoes and act like they can't show off they boyfriends,96,girl want hold hoe act like t boyfriend
3,0,0,3,2,"@cullenbunn Maybe Baylee Ann, Tater Pud, Nurse Fester, Charlie Chainsaws, &amp; Mama Rot should be their own team?! Next time in PunisherMAX!:-D",144,maybe baylee ann tater pud nurse fester charlie chainsaw amp mama rot team time punishermax d
3,1,0,2,2,@cumkwats thank you based pee slit,34,thank base pee slit
3,0,3,0,1,@cup_ah_noodles ya pussy let's go wheelin,41,ya pussy let s wheelin
6,0,6,0,1,@cuteasstab niggah this shit serious aint no one laughing,57,niggah shit laugh
3,0,3,0,1,"@cuunthiaaa @Fvnxy he's the ""fuck her right in the pussy"" guy",61,s fuck right pussy guy
3,0,0,3,2,"@cxslug I never did those games, but I was obsessed with Angry birds. Which is why it took me so long to do CCS. I was scared. Lol",130,game obsess angry bird long ccs scared lol
3,0,0,3,2,@d6_9b idk... It's trash though!,32,idk s trash
3,0,0,3,2,@dabbba @Pinchehonkey Far as I can tell coon tracks on the cab door window - tractor was parked by some trees away from home,124,far tell coon track cab door window tractor park tree away home
3,0,3,0,1,@dablueprint fuck no she dont let nobody hit that pussy either I know it's firm,79,fuck let hit pussy know s firm
3,0,0,3,2,@daggerbyte @MichaelSmartGuy @spacej_me @pizzahut Given the rickety slant of that roof I'd say more like Pizza Shanty,117,rickety slant roof d like pizza shanty
3,0,3,0,1,"@daijahshardaee yess bitch cuts, colors, and curls ha self.",59,yess bitch cut color curl ha self
3,0,0,3,2,@daishialopez how could you say such a thing woman?! You have two functioning chest tables to hold your peanut butter and crackers!,131,thing woman function chest table hold peanut butter cracker
3,0,2,1,1,@daisymcgarr My knee won't let me wander around much so I just make a few trips and look at the fat girls-- redneck porn--Wal-Mart,130,knee won t let wander trip look fat girl redneck porn wal mart
3,0,3,0,1,@dalmesquita13 you to bitch!,28,bitch
3,0,3,0,1,@damnit_mannn @RoJustDGAF not over no twitter shit. Plus youre a female. You letting a dumb sloppy body ignorant bitch speak for 13k people,139,twitter shit plus female let dumb sloppy body ignorant bitch speak k people
3,0,3,0,1,"@dan1ellep And they&#8217;re retarded as fuck in general with their &#8220;insults&#8221;. Hope they fall off with AW, but the CSGO scene is growing so IDK.",156,retard fuck general insult hope fall aw csgo scene grow idk
3,0,2,1,1,@dan1ellep she going full retard right now smh,46,retard right smh
3,0,3,0,1,@dani_crocker There was also no need for her to be a cunt and act like she's something special. It wasn't unprovoked.,117,need cunt act like s special wasn t unprovoked
3,1,2,0,1,@daniellesayswha hoe,20,hoe
3,0,1,2,2,@danifreshh some weird local ghetto school haha,47,weird local ghetto school haha
3,0,3,0,1,@danikawillow don't be a pussy. Also there is beer AND FREE PIZZA HERE. I SWEAR,79,don t pussy beer free pizza swear
3,0,3,0,1,@dannycatsteve because it's fucking retarded?,45,s fuck retard
3,0,3,0,1,@danram70 @Buflo_dolla ....so ur a fag?,39,ur fag
3,0,1,2,2,@danram70 pussy. It's science. Donaire via Rachel spelling error,64,pussy s science donaire rachel spelling error
3,1,2,0,1,@dantoomey2 forgot someone niglet,33,forget niglet
3,2,1,0,0,@dantoomey2 fuck you faggot,27,fuck faggot
3,0,3,0,1,"@dantoomey2 you fat Irish fucking cunt, I honestly hope you choke to death in a pool of your own Jameson induced vomit",118,fat irish fucking cunt honestly hope choke death pool jameson induce vomit
4,0,4,0,1,@danusaur @GoldenArmada_ we don't love these hoes,49,don t love hoe
3,0,3,0,1,@dappermuke I stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2 http://t.co/tuQ0uAd8bK,108,stick fam don t disrespect pouch nigguh awe ily
3,0,1,2,2,@darealwalt_jr he see the jig,29,jig
3,0,0,3,2,@darrenburton_ and take the trash out and separate the recyclables,66,trash separate recyclable
3,2,1,0,0,@darthdanaa Yes you do retard.,30,yes retard
3,0,0,3,2,"@datachick Humanity really needs to get past this whole ""slow down and stare at the scene of an accident"" ape mentality we have :-/",131,humanity need past slow stare scene accident ape mentality
3,0,3,0,1,"@datexehmm So bad bitches intimidate you, in other words?",57,bad bitch intimidate word
3,0,3,0,1,@davegetnmoney my phone's doin da pussy right now lol,53,phone s doin da pussy right lol
3,0,3,0,1,@daveyy_jayy lmao mark is the only guy left there he's about to get some pussy,78,lmao mark guy leave s pussy
3,1,2,0,1,@davidam_23 yes so you could leave fag,38,yes leave fag
3,1,2,0,1,"@davidly62793584 hahahaha, aw nut... We should try and capture that cunt",72,hahahaha aw nut try capture cunt
6,4,2,0,0,@davidly62793584 how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha,120,fuckin fag allow wallet whilst influence haha
6,0,6,0,1,"@davidlyon1690 @_shannonmacleod he wants pussy, nd a dini mean a cat",68,want pussy nd dini mean cat
3,0,2,1,1,@daydaaaaaa hay pussy cat &#128539;&#128541;&#128075;&#128075;,62,hay pussy cat
3,0,3,0,1,@dbro800 pussy you can't fight &#128564;,40,pussy t fight
3,0,0,3,2,@dchestnut26 don't shake your head at me. I just love to trash talk.,68,don t shake head love trash talk
3,1,2,0,1,@deIukesionaI more like emily is a little twat,46,like emily little twat
6,1,5,0,1,@deadgrl_666 she can just fuckin call the venue about it and they'll cancel the lost tickets and reprint new ones what a dumb bitch,131,fuckin venue ll cancel lose ticket reprint new dumb bitch
3,0,3,0,1,@deadlygilinsky drug buddy pussy money bitches weed,51,drug buddy pussy money bitch weed
3,2,1,0,0,@delaney_guinan a faggot that needs to grow up,46,faggot need grow
3,0,3,0,1,@delaney_guinan grow a pair pussy,33,grow pair pussy
3,0,3,0,1,@delaney_guinan ol rachet ass bitch,35,ol rachet ass bitch
3,2,1,0,0,@delaney_guinan you did a good job doing that to me and not texting back faggot,79,good job texte faggot
3,0,3,0,1,@delaylay_messy i rap that and her part of Problem 24/7 cause I'm a bad bitch,77,rap problem cause m bad bitch
3,0,3,0,1,@demimariemorin well im sure im not fully retarded #imustbestupid:(,67,m sure m fully retarded imustbestupid
3,0,3,0,1,@denise_nigga69 true dat nig,28,true dat nig
3,2,1,0,0,@deno_5 @kaitlyninst0ne you're reading you coon,47,read coon
3,2,1,0,0,"@densonkeith most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all.",142,people follower follower truth nigger outlook mind amp
3,0,3,0,1,@denytheprophecy because you're a weak bitch. Listen to Cruel Hand because the singer fell on face last night.,110,weak bitch listen cruel hand singer fall face night
3,1,2,0,1,@denytheprophecy shit so Joel went off and swore at the kid and the kid was a fucking snitch nigga pussy and ratted on him &amp; got him -,138,shit joel swear kid kid fucking snitch nigga pussy rat amp
3,3,0,0,0,@denytheprophecy thanks for ignoring my texts fag,49,thank ignore text fag
3,1,2,0,1,@denytheprophecy that's a dragon you retard,43,s dragon retard
3,0,2,1,1,@denytheprophecy when you realize you're trash,46,realize trash
3,0,3,0,1,@dequaan_ @Khid_Zay &#128514;&#128514;fucc the extra shit I'm seeing that hoe THIS WEEKEND,90,fucc extra shit m hoe weekend
3,0,2,1,1,"@derek_gatewood I got a kenwood amp to but it's probably ghetto, right?",71,kenwood amp s probably ghetto right
3,0,1,2,2,@derek_gatewood it's not ghetto you fool.,41,s ghetto fool
3,0,3,0,1,@derek_gatewood you got a toolbox you hoe,41,toolbox hoe
3,0,0,3,2,"@desamador you gotta be like me n the twins, just chug it all before everyone",77,got like n twin chug
3,0,3,0,1,@dexfrost23 you can be a bad bitch too dex its okay,51,bad bitch dex okay
3,0,3,0,1,@dfa73 @hellyeahcalum @InStyle David block that bitch,53,david block bitch
3,0,0,3,2,@dgardner @YoniFreedhoff Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.,133,sound like hysteria bird flu year low mortality rate regular flu
3,0,3,0,1,"@dickburritoz 
every bitches claim",34,bitch claim
3,0,3,0,1,@dina51814 @FlyoutChase bitch what? I don't give a fuck what you say but don't fuckin lie on me you hairy bitch,111,bitch don t fuck don t fuckin lie hairy bitch
3,0,3,0,1,@dinneny is out of his goddamn bird trying to say YoBurger is better than 5 guys,80,goddamn bird try yoburger guy
3,0,2,1,1,"@discordianslip Alright, amateur grease monkey, show me how its done.

Wait, that sounds racist...",98,alright amateur grease monkey wait sound racist
3,0,1,2,2,@discordianslip I hope my fuzzy head doesnt tickle too much.,60,hope fuzzy head tickle
3,0,2,1,1,@discordianslip If you say one disparaging word about the Charlie Brown xmas special I will slash the tires on your car.,120,disparage word charlie brown xmas special slash tire car
3,0,0,3,2,"@dish 
Was just wondering if yo espect to add mo colored tv stations befo I renew dis",85,wonder yo espect add mo color tv station befo renew dis
3,1,2,0,1,"@dish_answers 
Ok. I guess you ain't colored so so don't know da channels?",74,ok guess ain t color don t know da channel
3,2,1,0,0,"@dish_answers 
You gots da BET and da MSNBC wit dat colored reverend who only listen to coloreds. What else I missing?",118,got da bet da msnbc wit dat color reverend listen colored miss
3,0,3,0,1,@djceeloss awwww don't be a pussy ill show u was good with that turbo lol,73,awwww don t pussy ill u good turbo lol
3,0,3,0,1,@djceeloss handles lol that shit only 315 hp now your bitch is stick soo I know was good with them double shifting aha,118,handle lol shit hp bitch stick soo know good double shift aha
3,0,2,1,1,@djfeds bitch just meet me up here lol,38,bitch meet lol
3,1,2,0,1,"@djfeds couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto",130,couldn t nigga e r bad charger phone rip text m ipod ghetto
3,0,3,0,1,@djfeds lmao yeah bitch that lil shit ripped .!,47,lmao yeah bitch lil shit rip
3,2,1,0,0,@djfeds suck my dick tacos el negro better,42,suck dick tacos el negro
3,0,3,0,1,@djfeds yeah bitch did it taste good fucker -.-t,48,yeah bitch taste good fucker t
3,1,2,0,1,@dliming35 fuck you bitch,25,fuck bitch
3,0,2,1,1,@dmeis72 snag that ho!!!,24,snag ho
3,0,0,3,2,@dminion25 it's kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results.,140,s kinda screw guinea pig experiment taste instead interesting result
3,0,3,0,1,@doctorhawrse SLUT BUCKETS. especially Dan. He a hoe.,53,slut buckets especially dan hoe
3,0,1,2,2,"@dolphrudager Nope, never taken neighbors actual stuff. Just wifi. Acct info in their trash cans at 3am. Super easy.",116,nope neighbor actual stuff wifi acct info trash super easy
3,0,0,3,2,"@dolphrudager Only one current Yankee sells! Only one current BoSox sells! Only ONE player on each L.A. team sells! Most teams have 0, yeah.",140,current yankee sell current bosox sell player l team sell team yeah
3,3,0,0,0,"@dolphrudager You don't have any kids?! What are you, one of them queers!?",74,don t kid queer
