Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
491,19,No,Travel_Rarely,469,Sales,21,3,Life Sciences,1,1434,2,Male,79,2,2,Human Resources,1,Single,5272,5653,8,Y,No,19,3,2,80,0,5,3,3,6,3,7,0
492,28,No,Travel_Rarely,1594,Sales,6,4,Medical,1,1803,4,Male,60,4,2,Research Scientist,4,Divorced,1937,4826,0,Y,No,18,3,1,80,0,2,3,3,8,3,0,7
493,36,No,Travel_Rarely,933,Research & Development,19,2,Life Sciences,1,387,1,Male,72,2,5,Laboratory Technician,1,Divorced,8990,5740,7,Y,No,16,3,3,80,3,8,3,3,3,7,1,3
494,37,No,Travel_Rarely,1773,Sales,4,3,Other,1,416,2,Male,70,2,4,Research Scientist,4,Single,7780,6811,4,Y,No,12,3,3,80,2,1,3,4,6,8,4,8
495,29,No,Travel_Frequently,994,Sales,7,4,Medical,1,426,2,Male,118,2,3,Laboratory Technician,4,Single,12515,4840,1,Y,No,12,3,3,80,1,5,1,3,10,0,0,9
496,37,No,Travel_Rarely,1337,Research & Development,3,2,Life Sciences,1,947,2,Male,73,2,4,Laboratory Technician,4,Divorced,4692,8150,3,Y,No,11,4,3,80,1,10,2,3,4,0,0,2
497,60,No,Travel_Rarely,1603,Research & Development,12,1,Life Sciences,1,867,1,Female,90,2,2,Research Scientist,4,Married,5354,10532,0,Y,No,12,3,3,80,1,10,3,3,8,11,0,4
498,43,No,Travel_Rarely,1762,Research & Development,19,4,Marketing,1,1671,1,Female,124,3,2,Manager,2,Married,9764,17347,2,Y,No,12,3,3,80,0,0,1,3,3,3,0,8
499,30,No,Travel_Frequently,1978,Research & Development,10,3,Technical Degree,1,1558,2,Male,42,2,4,Research Scientist,4,Single,2930,26741,1,Y,No,11,3,3,80,0,10,6,2,4,2,0,0
500,45,No,Travel_Rarely,1946,Sales,6,4,Medical,1,456,3,Male,82,3,2,Laboratory Technician,2,Married,6079,18807,1,Y,No,13,3,3,80,0,18,2,4,21,2,0,10
501,29,No,Travel_Rarely,1902,Sales,8,1,Marketing,1,1267,1,Male,47,2,4,Laboratory Technician,4,Married,1131,29721,0,Y,No,14,3,4,80,0,10,2,2,4,0,11,4
502,32,No,Travel_Rarely,1219,Research & Development,29,3,Medical,1,1106,4,Female,61,3,2,Research Scientist,1,Married,4239,28042,3,Y,No,24,4,3,80,0,20,2,3,8,2,0,0
503,50,No,Non-Travel,537,Sales,8,2,Medical,1,1881,3,Male,54,3,1,Sales Representative,4,Single,4408,8629,1,Y,No,22,4,3,80,3,12,3,3,13,3,7,8
504,38,No,Non-Travel,598,Research & Development,8,1,Medical,1,760,4,Male,71,3,1,Laboratory Technician,4,Divorced,6664,14194,1,Y,No,25,3,3,80,1,10,3,3,40,5,13,2
505,33,No,Non-Travel,1980,Sales,29,2,Life Sciences,1,1105,2,Male,46,4,2,Laboratory Technician,1,Divorced,4701,8292,8,Y,No,12,3,4,80,0,10,2,3,1,10,0,2
506,46,No,Travel_Rarely,1212,Research & Development,19,3,Life Sciences,1,143,4,Female,97,3,1,Laboratory Technician,1,Single,7707,9902,0,Y,No,16,3,3,80,1,9,5,3,13,7,0,7
507,31,No,Travel_Rarely,1129,Research & Development,21,4,Life Sciences,1,1857,1,Male,101,3,3,Sales Executive,2,Married,16456,33138,0,Y,Yes,12,4,2,80,0,5,2,3,1,3,2,7
508,52,Yes,Travel_Rarely,514,Sales,17,2,Medical,1,1890,2,Male,88,3,2,Manager,4,Single,7951,25010,0,Y,No,12,3,3,80,3,15,3,3,2,5,0,0
509,54,No,Travel_Rarely,1256,Sales,4,4,Medical,1,49,4,Male,97,4,3,Research Director,4,Divorced,5506,10790,4,Y,No,18,3,1,80,0,10,2,3,4,2,0,0
510,29,Yes,Travel_Rarely,1818,Research & Development,36,4,Life Sciences,1,720,4,Male,71,3,3,Human Resources,3,Divorced,15299,7017,7,Y,No,12,3,3,80,1,2,3,2,6,1,0,3
511,19,No,Travel_Rarely,1697,Research & Development,8,4,Life Sciences,1,515,4,Male,121,3,2,Sales Executive,4,Married,5877,22897,1,Y,No,20,3,2,80,1,5,2,4,3,2,0,2
512,47,No,Travel_Frequently,1626,Research & Development,37,4,Life Sciences,1,1478,3,Female,63,3,4,Manufacturing Director,4,Divorced,4923,10167,1,Y,No,14,3,2,80,0,10,4,3,2,6,1,8
513,35,No,Travel_Rarely,905,Research & Development,8,4,Life Sciences,1,395,4,Male,63,2,1,Manufacturing Director,2,Divorced,4354,8816,0,Y,Yes,12,3,3,80,1,10,2,3,4,2,0,0
514,45,No,Travel_Rarely,1704,Human Resources,24,3,Medical,1,347,3,Female,60,2,1,Sales Executive,4,Divorced,4783,28649,1,Y,Yes,12,3,2,80,0,10,2,3,3,6,3,0
515,38,No,Travel_Rarely,497,Research & Development,18,2,Medical,1,434,4,Female,46,2,2,Sales Representative,3,Single,8084,5889,4,Y,No,14,3,2,80,0,14,5,2,0,8,0,0
516,33,No,Travel_Frequently,1683,Research & Development,26,4,Life Sciences,1,1737,3,Male,34,3,1,Laboratory Technician,4,Married,3823,17695,9,Y,No,12,4,3,80,1,1,1,3,4,6,0,0
517,36,Yes,Travel_Rarely,1732,Research & Development,5,4,Medical,1,244,3,Male,75,2,3,Sales Executive,4,Single,5310,8707,5,Y,No,16,3,1,80,1,1,2,4,7,2,0,2
518,42,No,Travel_Frequently,942,Research & Development,11,1,Life Sciences,1,1088,4,Male,95,3,4,Research Director,4,Divorced,5691,8321,1,Y,No,20,4,1,80,3,5,3,3,10,7,0,9
519,57,Yes,Travel_Rarely,1794,Research & Development,18,4,Human Resources,1,2019,4,Female,113,3,2,Research Director,1,Divorced,10765,15867,7,Y,No,14,3,1,80,0,7,2,2,1,3,0,3
520,39,Yes,Travel_Rarely,1641,Research & Development,21,3,Life Sciences,1,98,4,Male,70,3,2,Research Scientist,3,Single,6813,23163,1,Y,No,19,3,4,80,1,8,3,3,2,2,1,7
521,34,No,Travel_Frequently,1044,Research & Development,8,1,Medical,1,1954,2,Female,57,3,2,Research Scientist,4,Single,9153,36081,2,Y,Yes,13,3,4,80,0,7,0,2,13,0,0,0
522,28,No,Travel_Frequently,755,Human Resources,29,4,Other,1,2031,2,Male,91,3,4,Research Scientist,4,Single,6404,36701,9,Y,No,15,3,3,80,1,5,2,4,0,0,4,2
523,34,No,Travel_Rarely,665,Research & Development,3,2,Life Sciences,1,599,1,Male,52,4,2,Laboratory Technician,4,Divorced,7180,6360,0,Y,Yes,16,3,1,80,3,25,3,3,3,2,0,0
524,28,No,Travel_Rarely,626,Sales,7,2,Life Sciences,1,1890,3,Female,101,3,4,Human Resources,1,Married,5779,17055,8,Y,No,13,3,3,80,1,37,3,4,1,2,0,7
525,47,No,Travel_Rarely,635,Research & Development,16,2,Technical Degree,1,967,2,Female,63,3,3,Manufacturing Director,3,Divorced,6294,13179,3,Y,No,12,3,3,80,0,20,3,3,4,3,0,9
526,38,No,Travel_Rarely,1778,Sales,4,1,Medical,1,1647,2,Male,99,3,5,Research Scientist,4,Single,16974,13698,2,Y,No,15,3,1,80,0,14,2,2,25,2,0,0
527,44,No,Travel_Frequently,872,Research & Development,18,2,Medical,1,1972,1,Male,83,3,1,Manager,4,Divorced,5002,6432,0,Y,No,12,3,3,80,0,2,3,3,3,2,4,7
528,30,No,Travel_Frequently,311,Sales,27,4,Medical,1,1539,3,Male,73,2,3,Manager,4,Single,1542,17130,0,Y,No,16,3,2,80,0,14,3,3,1,2,0,2
529,43,No,Travel_Rarely,866,Research & Development,3,2,Medical,1,1046,3,Male,49,3,1,Research Scientist,1,Married,4301,6599,0,Y,Yes,15,3,3,80,0,35,3,2,5,2,2,5
530,41,No,Travel_Rarely,873,Sales,39,2,Marketing,1,653,4,Male,94,3,3,Research Director,3,Married,5766,12321,0,Y,No,14,3,3,80,0,12,2,3,9,3,0,7
531,28,No,Travel_Rarely,519,Research & Development,39,4,Life Sciences,1,1735,4,Male,100,2,1,Research Scientist,4,Single,5821,6645,1,Y,Yes,18,3,4,80,0,8,4,3,2,2,2,5
532,23,Yes,Travel_Frequently,1975,Sales,38,4,Life Sciences,1,1830,2,Male,69,3,2,Research Director,4,Divorced,4890,7121,2,Y,Yes,14,3,1,80,0,11,3,3,8,9,1,9
533,36,No,Travel_Rarely,1995,Research & Development,8,2,Life Sciences,1,1257,4,Female,120,3,2,Laboratory Technician,2,Divorced,16247,16398,0,Y,No,15,3,3,80,1,9,3,3,4,2,2,7
534,28,No,Non-Travel,1733,Research & Development,7,4,Life Sciences,1,1346,4,Male,57,3,2,Laboratory Technician,4,Single,5546,7657,0,Y,No,12,3,1,80,0,10,3,3,2,8,0,2
535,33,No,Travel_Rarely,1800,Sales,17,4,Other,1,505,2,Female,68,2,1,Laboratory Technician,4,Divorced,6689,10630,8,Y,No,16,3,3,80,0,11,3,2,1,3,0,2
536,43,Yes,Travel_Rarely,1723,Sales,24,2,Medical,1,1377,1,Male,39,3,1,Research Scientist,4,Divorced,11439,8129,0,Y,No,22,4,3,80,1,11,2,3,5,2,3,0
537,36,No,Travel_Rarely,519,Sales,16,4,Medical,1,259,4,Male,98,3,2,Research Scientist,4,Married,5572,12528,1,Y,No,17,3,3,80,0,10,5,2,10,0,0,3
538,42,No,Travel_Frequently,873,Sales,3,4,Life Sciences,1,163,4,Male,89,3,1,Healthcare Representative,4,Single,15351,8870,0,Y,No,11,4,1,80,1,14,4,4,5,4,1,0
539,50,No,Non-Travel,1837,Sales,40,4,Life Sciences,1,58,1,Female,88,3,2,Sales Executive,4,Married,9643,13783,4,Y,No,16,3,2,80,0,18,3,2,9,5,11,7
540,38,No,Travel_Rarely,1034,Sales,14,1,Medical,1,302,4,Female,43,2,2,Laboratory Technician,4,Single,12819,34193,8,Y,No,20,3,1,80,2,8,2,2,4,7,0,2
541,55,No,Travel_Rarely,1871,Research & Development,10,3,Other,1,1744,1,Male,94,2,2,Laboratory Technician,2,Single,8394,10183,2,Y,No,12,3,3,80,0,1,6,4,3,3,0,4
542,51,No,Travel_Rarely,661,Research & Development,5,4,Life Sciences,1,819,4,Female,116,3,1,Sales Executive,4,Married,5475,20656,2,Y,No,11,4,3,80,1,12,4,2,4,9,0,0
543,36,No,Travel_Rarely,976,Sales,2,2,Life Sciences,1,715,4,Male,58,2,2,Sales Executive,1,Married,10886,6688,1,Y,No,16,3,3,80,1,27,2,4,7,2,0,0
544,51,No,Travel_Frequently,1289,Research & Development,40,4,Life Sciences,1,1047,4,Female,89,3,3,Manager,1,Single,8407,8192,3,Y,Yes,23,3,4,80,1,20,1,3,1,7,0,7
545,27,Yes,Travel_Frequently,592,Research & Development,18,4,Life Sciences,1,138,4,Male,114,2,2,Laboratory Technician,4,Single,3047,7310,3,Y,No,13,3,2,80,0,6,3,2,0,1,0,7
546,54,No,Travel_Frequently,1548,Research & Development,7,4,Medical,1,1362,3,Male,122,3,2,Laboratory Technician,2,Single,5187,5738,1,Y,No,12,3,1,80,1,6,2,2,3,2,0,8
547,41,No,Travel_Rarely,697,Research & Development,4,4,Life Sciences,1,720,4,Male,74,3,1,Laboratory Technician,4,Divorced,4652,16801,6,Y,No,12,3,3,80,0,1,5,3,3,7,1,2
548,37,No,Travel_Rarely,801,Sales,16,4,Life Sciences,1,296,4,Female,47,2,2,Research Director,4,Single,4068,22029,0,Y,No,16,3,3,80,0,5,2,3,5,0,1,0
549,60,No,Travel_Frequently,2012,Sales,7,2,Medical,1,444,4,Female,103,3,3,Sales Executive,2,Married,4654,21421,4,Y,No,15,3,3,80,1,16,3,2,0,2,10,3
550,40,No,Travel_Rarely,1947,Research & Development,5,3,Life Sciences,1,575,1,Male,45,4,1,Sales Executive,4,Divorced,5241,21578,6,Y,No,12,3,3,80,0,10,5,3,16,6,2,7
551,30,No,Travel_Rarely,631,Sales,37,1,Life Sciences,1,1818,2,Male,90,3,2,Manager,1,Single,6276,12461,2,Y,No,20,3,1,80,2,12,2,2,4,2,0,11
552,32,No,Travel_Frequently,1458,Research & Development,7,3,Medical,1,574,4,Male,109,3,5,Laboratory Technician,4,Divorced,6587,12653,0,Y,No,13,4,2,80,0,16,2,2,3,0,15,6
553,36,No,Travel_Rarely,1251,Sales,5,3,Life Sciences,1,388,2,Male,82,2,4,Research Director,2,Single,2978,24653,0,Y,No,12,3,3,80,0,28,2,3,3,2,0,7
554,30,No,Travel_Frequently,1047,Research & Development,30,4,Life Sciences,1,760,4,Male,67,3,2,Laboratory Technician,3,Single,17638,10159,6,Y,No,16,3,1,80,1,8,3,3,22,2,1,17
555,40,No,Travel_Rarely,815,Research & Development,12,4,Life Sciences,1,440,2,Male,79,3,3,Laboratory Technician,4,Divorced,25103,18332,0,Y,No,17,3,4,80,0,12,2,2,0,1,5,0
556,58,No,Travel_Rarely,1691,Research & Development,7,5,Marketing,1,1190,3,Male,54,2,2,Manager,3,Married,26473,9133,3,Y,No,16,3,3,80,2,5,2,4,2,3,0,4
557,35,No,Travel_Rarely,1492,Sales,10,3,Other,1,1862,4,Male,113,3,2,Healthcare Representative,3,Single,5990,20838,1,Y,No,13,4,1,80,0,5,0,2,5,4,0,9
558,27,No,Travel_Rarely,1897,Sales,18,4,Life Sciences,1,1117,4,Male,92,2,1,Laboratory Technician,4,Divorced,13358,22089,6,Y,Yes,16,3,2,80,0,21,1,2,16,0,4,6
559,21,Yes,Travel_Rarely,1431,Research & Development,3,1,Life Sciences,1,218,1,Male,128,3,2,Sales Executive,2,Married,7220,14376,1,Y,No,11,3,3,80,0,10,3,3,10,17,2,0
560,29,No,Travel_Rarely,1841,Research & Development,19,4,Life Sciences,1,1496,4,Male,63,3,2,Sales Executive,2,Married,12744,11716,5,Y,No,17,4,3,80,1,31,5,3,5,0,4,7
561,30,Yes,Travel_Rarely,1737,Sales,17,2,Other,1,1407,1,Female,123,3,1,Manager,4,Single,19605,24669,7,Y,No,12,3,1,80,0,26,2,2,3,2,0,7
562,36,No,Non-Travel,971,Sales,36,3,Life Sciences,1,228,4,Male,94,3,3,Laboratory Technician,2,Single,13892,14460,1,Y,Yes,13,3,2,80,0,5,5,2,4,8,2,2
563,18,No,Travel_Frequently,1400,Sales,8,4,Life Sciences,1,1061,4,Male,131,3,2,Sales Executive,1,Married,4336,6995,3,Y,No,12,3,3,80,0,4,3,2,0,8,0,0
564,41,No,Travel_Frequently,1399,Sales,17,3,Life Sciences,1,259,4,Male,91,3,1,Sales Executive,4,Single,5317,6647,1,Y,No,14,3,4,80,0,10,2,3,13,2,1,2
565,33,No,Travel_Rarely,645,Research & Development,19,2,Life Sciences,1,1070,4,Male,130,3,1,Research Director,4,Single,6149,21076,1,Y,No,23,3,3,80,0,4,2,3,5,9,1,0
566,53,No,Travel_Rarely,1054,Research & Development,17,4,Life Sciences,1,1336,1,Male,100,3,3,Laboratory Technician,4,Married,7896,28737,1,Y,No,13,3,3,80,0,10,3,3,14,0,0,4
567,43,No,Travel_Frequently,1940,Research & Development,5,4,Other,1,1173,4,Male,101,2,1,Laboratory Technician,4,Divorced,7904,26556,0,Y,Yes,11,3,1,80,2,10,3,3,1,1,0,10
568,43,No,Travel_Rarely,900,Research & Development,20,2,Life Sciences,1,983,4,Male,61,3,2,Laboratory Technician,4,Divorced,8310,6226,4,Y,No,12,3,3,80,0,16,3,4,6,0,0,2
569,41,Yes,Travel_Rarely,432,Research & Development,7,3,Medical,1,997,4,Male,65,3,1,Human Resources,4,Single,6762,10434,1,Y,No,13,3,3,80,0,6,3,3,6,7,0,8
570,60,No,Travel_Rarely,536,Research & Development,8,4,Medical,1,30,1,Female,111,3,1,Sales Executive,4,Single,5464,26939,9,Y,Yes,13,3,1,80,0,7,1,4,9,2,0,0
571,32,No,Travel_Frequently,1957,Research & Development,28,2,Life Sciences,1,13,3,Male,76,3,3,Research Director,3,Single,6656,8886,0,Y,No,11,3,2,80,1,10,3,3,2,2,0,0
572,35,No,Travel_Rarely,430,Sales,7,4,Medical,1,1758,3,Male,94,3,2,Laboratory Technician,1,Divorced,12458,12754,7,Y,No,17,4,1,80,0,21,5,3,2,1,0,0
573,38,No,Travel_Rarely,1729,Sales,34,4,Medical,1,760,3,Female,70,3,4,Research Scientist,1,Divorced,5013,16925,1,Y,No,11,3,3,80,0,2,2,3,5,0,0,1
574,60,No,Travel_Frequently,779,Research & Development,13,3,Life Sciences,1,1602,2,Male,108,4,5,Laboratory Technician,4,Divorced,5284,11617,6,Y,No,15,3,3,80,1,1,3,4,5,18,0,7
575,35,No,Travel_Frequently,1955,Sales,2,4,Life Sciences,1,1703,2,Male,72,3,1,Laboratory Technician,4,Divorced,6776,14848,8,Y,No,18,3,2,80,1,6,4,3,9,0,0,0
576,28,Yes,Travel_Frequently,1763,Research & Development,7,3,Medical,1,1192,4,Female,62,3,1,Manufacturing Director,1,Single,17808,19438,0,Y,No,13,3,3,80,0,10,5,3,3,2,0,7
577,34,No,Travel_Rarely,1303,Research & Development,37,1,Medical,1,1513,4,Male,42,3,3,Research Director,4,Married,10041,9108,3,Y,No,15,3,2,80,0,28,3,2,0,18,1,0
578,43,No,Travel_Frequently,2034,Sales,7,4,Technical Degree,1,1922,1,Male,71,3,1,Laboratory Technician,2,Single,4481,12750,0,Y,No,17,3,1,80,1,10,3,3,17,3,0,1
579,41,No,Travel_Rarely,701,Research & Development,26,4,Life Sciences,1,1069,2,Female,121,2,3,Manager,3,Divorced,17205,26310,5,Y,Yes,13,3,1,80,0,6,5,3,14,9,8,3
580,28,No,Travel_Rarely,1523,Research & Development,7,3,Marketing,1,1368,1,Male,89,2,2,Laboratory Technician,4,Married,4550,15820,0,Y,No,12,3,1,80,0,19,1,3,5,5,1,7
581,55,No,Travel_Rarely,851,Sales,29,3,Life Sciences,1,1421,4,Male,43,2,3,Sales Executive,4,Divorced,6861,24360,1,Y,No,15,4,2,80,2,6,2,2,8,3,1,0
582,32,Yes,Travel_Rarely,1289,Research & Development,8,5,Life Sciences,1,1420,4,Male,38,2,2,Sales Executive,4,Divorced,6177,27077,1,Y,No,13,3,4,80,0,18,2,3,5,0,0,2
583,47,No,Travel_Rarely,969,Research & Development,6,3,Life Sciences,1,349,4,Male,101,3,2,Research Director,4,Single,6475,6768,3,Y,Yes,12,3,3,80,0,15,3,3,4,2,0,7
584,45,No,Travel_Rarely,1927,Research & Development,18,4,Life Sciences,1,264,4,Male,108,3,3,Laboratory Technician,4,Divorced,10684,28752,7,Y,No,17,4,3,80,2,16,3,3,11,9,5,0
585,32,No,Travel_Rarely,584,Sales,8,5,Life Sciences,1,999,4,Male,103,3,2,Laboratory Technician,4,Single,7240,10035,0,Y,No,13,3,3,80,0,4,1,3,1,0,0,0
586,31,No,Travel_Rarely,956,Sales,18,2,Technical Degree,1,275,4,Male,34,3,3,Laboratory Technician,1,Single,7539,38497,0,Y,No,14,3,3,80,3,4,3,4,25,3,7,9
587,58,No,Travel_Frequently,386,Sales,24,4,Life Sciences,1,945,3,Female,101,3,1,Research Scientist,2,Married,4517,11346,7,Y,No,15,3,3,80,1,15,2,2,17,0,1,3
588,28,No,Travel_Frequently,1560,Sales,7,2,Life Sciences,1,1893,4,Male,91,2,4,Manager,2,Single,1530,18286,0,Y,Yes,20,3,1,80,0,10,2,3,8,8,1,16
589,35,No,Travel_Frequently,1743,Sales,3,4,Life Sciences,1,700,4,Male,95,2,4,Sales Executive,2,Single,7486,6487,1,Y,Yes,12,3,2,80,0,24,2,4,1,3,0,2
590,24,No,Travel_Rarely,1289,Sales,35,3,Medical,1,1204,1,Male,38,3,2,Sales Executive,1,Married,7351,6374,2,Y,No,16,3,3,80,1,34,2,3,1,0,0,3
591,47,No,Travel_Rarely,1514,Sales,11,3,Other,1,1164,3,Male,97,3,3,Laboratory Technician,4,Married,4171,14116,1,Y,Yes,12,3,3,80,2,8,5,2,3,0,0,2
592,26,No,Travel_Rarely,1963,Research & Development,7,3,Marketing,1,749,1,Male,121,3,2,Laboratory Technician,4,Single,7714,8242,0,Y,No,19,3,3,80,0,21,2,4,10,17,0,8
593,32,No,Travel_Frequently,1771,Research & Development,5,3,Medical,1,1395,4,Male,49,1,2,Research Director,3,Single,6247,24139,4,Y,No,13,3,3,80,0,1,2,4,4,2,0,7
594,29,No,Travel_Frequently,1872,Sales,20,4,Technical Degree,1,1635,4,Male,70,2,2,Laboratory Technician,1,Married,12642,21018,1,Y,No,13,3,4,80,0,10,2,3,5,1,0,2
595,32,No,Travel_Frequently,304,Sales,4,4,Life Sciences,1,558,3,Male,67,2,2,Laboratory Technician,3,Single,5781,7062,1,Y,Yes,15,3,3,80,0,10,2,4,6,0,0,0
596,26,No,Travel_Frequently,731,Research & Development,15,4,Life Sciences,1,1196,4,Female,94,1,3,Sales Executive,2,Single,5676,6221,7,Y,Yes,20,3,2,80,1,23,3,2,1,3,0,7
597,31,No,Travel_Rarely,1627,Research & Development,7,4,Medical,1,1252,3,Male,39,4,1,Sales Executive,4,Married,5053,25893,3,Y,No,20,3,1,80,0,10,1,3,3,0,0,2
598,29,No,Travel_Rarely,864,Sales,2,1,Medical,1,1827,4,Male,95,2,3,Laboratory Technician,1,Single,7691,24485,5,Y,No,12,3,3,80,1,9,3,2,1,7,0,3
599,25,Yes,Travel_Rarely,1468,Sales,4,2,Life Sciences,1,388,4,Male,59,2,3,Sales Executive,4,Married,12837,30678,0,Y,No,12,3,3,80,1,7,4,2,2,7,8,2
600,30,No,Non-Travel,1985,Sales,38,5,Other,1,1700,1,Male,53,3,2,Manager,2,Married,7370,7333,1,Y,No,12,3,3,80,1,5,2,2,9,0,0,0
601,32,No,Travel_Rarely,1773,Sales,6,3,Medical,1,671,1,Male,36,3,3,Manager,2,Divorced,9890,23356,9,Y,No,16,3,3,80,3,5,3,3,3,0,4,7
602,29,No,Travel_Rarely,967,Sales,10,4,Life Sciences,1,721,4,Male,54,3,3,Laboratory Technician,1,Single,14500,15217,1,Y,No,15,3,3,80,1,31,3,4,3,2,0,8
603,37,No,Travel_Frequently,1245,Research & Development,7,3,Other,1,1655,2,Male,91,4,4,Laboratory Technician,4,Single,7389,16115,7,Y,No,16,3,4,80,0,5,3,3,3,5,4,0
604,29,No,Travel_Frequently,1375,Sales,19,3,Medical,1,433,4,Male,76,2,1,Sales Executive,4,Single,5294,22020,3,Y,No,12,3,3,80,1,10,6,3,8,15,2,0
605,30,No,Travel_Rarely,956,Research & Development,21,3,Medical,1,475,4,Male,87,3,2,Laboratory Technician,1,Married,13598,11476,5,Y,No,12,4,3,80,3,23,2,3,8,3,2,0
606,38,No,Travel_Rarely,542,Research & Development,7,3,Life Sciences,1,732,4,Male,102,3,3,Research Scientist,3,Divorced,6485,30291,5,Y,No,12,3,3,80,0,19,3,3,10,3,1,0
607,18,No,Travel_Rarely,1923,Research & Development,27,2,Life Sciences,1,1684,4,Female,101,3,2,Research Director,4,Married,16535,5387,0,Y,No,12,3,4,80,0,5,5,2,1,7,2,10
608,34,No,Non-Travel,2029,Sales,6,2,Life Sciences,1,1312,1,Female,84,1,3,Research Director,2,Single,4958,5257,1,Y,No,17,3,3,80,0,11,3,2,16,3,0,0
609,44,No,Travel_Rarely,1719,Research & Development,13,4,Life Sciences,1,569,3,Male,59,3,1,Healthcare Representative,4,Single,21789,21271,8,Y,No,22,3,2,80,0,21,3,3,10,9,5,0
610,22,No,Travel_Frequently,438,Research & Development,8,4,Technical Degree,1,1188,3,Male,69,3,1,Sales Executive,2,Married,4937,6135,0,Y,No,12,3,1,80,0,9,4,3,1,2,0,8
611,59,Yes,Travel_Frequently,459,Sales,29,1,Medical,1,925,2,Female,93,2,2,Manufacturing Director,3,Married,4812,9283,1,Y,No,13,3,4,80,2,8,5,2,10,0,0,0
612,45,No,Travel_Rarely,1374,Sales,31,1,Life Sciences,1,690,4,Male,108,3,3,Healthcare Representative,2,Married,8484,5132,0,Y,No,11,3,3,80,0,10,1,4,5,2,14,2
613,29,No,Travel_Frequently,1976,Research & Development,8,4,Marketing,1,992,1,Male,46,3,2,Sales Executive,4,Married,4701,27442,1,Y,No,14,4,4,80,0,6,2,3,2,0,6,1
614,40,No,Travel_Frequently,828,Sales,10,4,Marketing,1,462,3,Female,70,4,1,Research Director,4,Married,4224,14690,5,Y,Yes,25,3,3,80,0,21,3,4,18,2,1,7
615,26,No,Travel_Rarely,1635,Sales,7,2,Medical,1,347,4,Male,96,3,3,Research Scientist,1,Single,4274,18600,0,Y,No,13,3,3,80,0,2,3,4,5,2,0,7
616,45,No,Travel_Rarely,1682,Research & Development,4,3,Life Sciences,1,1602,4,Male,87,3,1,Sales Executive,4,Divorced,8943,8631,1,Y,Yes,13,3,1,80,3,2,5,1,2,2,0,7
617,38,Yes,Travel_Rarely,1902,Research & Development,18,1,Life Sciences,1,1396,4,Female,124,3,3,Sales Executive,4,Single,13256,29493,8,Y,No,19,3,4,80,1,9,3,4,12,9,0,0
618,29,Yes,Travel_Rarely,938,Human Resources,6,3,Life Sciences,1,1502,3,Male,93,3,2,Laboratory Technician,4,Single,11355,15543,0,Y,No,21,3,1,80,0,31,4,3,3,4,0,2
619,41,No,Travel_Rarely,706,Research & Development,8,3,Life Sciences,1,1126,4,Male,93,3,4,Laboratory Technician,4,Single,5835,16763,6,Y,No,13,3,3,80,1,10,3,3,6,9,7,7
620,34,No,Travel_Rarely,1783,Sales,7,4,Marketing,1,83,4,Female,37,3,2,Sales Executive,1,Divorced,9073,8845,1,Y,No,18,3,4,80,0,10,2,3,7,0,0,0
621,57,Yes,Travel_Frequently,1727,Sales,34,4,Life Sciences,1,1457,1,Male,103,2,3,Laboratory Technician,4,Divorced,10404,34250,0,Y,No,12,4,2,80,0,17,3,1,13,2,0,0
622,42,No,Travel_Rarely,892,Sales,7,2,Medical,1,1419,2,Male,67,3,2,Laboratory Technician,4,Married,6783,31903,0,Y,Yes,23,3,3,80,1,10,3,4,2,2,11,2
623,44,No,Non-Travel,823,Research & Development,8,4,Life Sciences,1,1876,2,Male,65,4,2,Laboratory Technician,4,Single,9001,10499,1,Y,No,15,4,3,80,0,33,3,3,3,5,0,0
624,26,No,Non-Travel,1671,Sales,8,4,Medical,1,101,4,Male,70,2,1,Sales Executive,4,Married,6322,34665,1,Y,No,12,3,3,80,3,9,3,3,3,0,0,2
625,33,Yes,Travel_Rarely,2053,Sales,30,3,Medical,1,820,3,Female,127,3,1,Manager,4,Divorced,17301,26605,1,Y,No,16,3,3,80,0,7,3,4,5,3,0,2
626,26,No,Travel_Rarely,980,Research & Development,17,1,Medical,1,1029,3,Male,108,3,2,Sales Executive,4,Married,14095,25180,2,Y,No,17,3,4,80,1,15,2,3,5,0,0,2
627,32,No,Travel_Frequently,458,Research & Development,17,2,Medical,1,211,4,Male,94,3,2,Manufacturing Director,4,Divorced,11527,12031,1,Y,No,11,3,3,80,1,14,2,2,2,3,0,8
628,23,No,Travel_Rarely,2020,Research & Development,5,2,Life Sciences,1,1735,4,Female,50,3,4,Research Scientist,4,Single,4082,20207,6,Y,No,20,3,4,80,0,15,3,3,21,2,12,3
629,31,No,Travel_Rarely,1331,Research & Development,19,3,Medical,1,1739,4,Female,42,4,1,Research Director,3,Married,15119,20386,1,Y,No,12,3,3,80,1,6,2,3,7,0,0,0
